Date,Close
1/2/2020 16:00:00,8.09
1/3/2020 16:00:00,8.06
1/6/2020 16:00:00,7.99
1/7/2020 16:00:00,7.94
1/8/2020 16:00:00,8.04
1/9/2020 16:00:00,8.12
1/10/2020 16:00:00,8.16
1/13/2020 16:00:00,8.17
1/14/2020 16:00:00,8.25
1/15/2020 16:00:00,8.23
1/16/2020 16:00:00,8.31
1/17/2020 16:00:00,8.4
1/20/2020 16:00:00,8.39
1/21/2020 16:00:00,8.17
1/22/2020 16:00:00,8.26
1/23/2020 16:00:00,8.15
1/24/2020 16:00:00,8.07
1/27/2020 16:00:00,7.87
1/28/2020 16:00:00,8.03
1/29/2020 16:00:00,8.08
1/30/2020 16:00:00,7.95
1/31/2020 16:00:00,7.81
2/3/2020 16:00:00,7.73
2/4/2020 16:00:00,7.89
2/5/2020 16:00:00,7.98
2/6/2020 16:00:00,8.04
2/7/2020 16:00:00,7.96
2/10/2020 16:00:00,7.91
2/11/2020 16:00:00,7.97
2/12/2020 16:00:00,7.95
2/13/2020 16:00:00,7.92
2/14/2020 16:00:00,7.82
2/18/2020 16:00:00,7.74
2/19/2020 16:00:00,7.74
2/20/2020 16:00:00,7.74
2/21/2020 16:00:00,7.57
2/24/2020 16:00:00,6.97
2/25/2020 16:00:00,6.66
2/26/2020 16:00:00,6.6
2/27/2020 16:00:00,6.68
2/28/2020 16:00:00,6.49
3/2/2020 16:00:00,6.52
3/3/2020 16:00:00,6.43
3/4/2020 16:00:00,6.4
3/5/2020 16:00:00,5.92
3/6/2020 16:00:00,5.98
3/9/2020 16:00:00,5.3
3/10/2020 16:00:00,5.71
3/11/2020 16:00:00,5.07
3/12/2020 16:00:00,4.02
3/13/2020 16:00:00,4.21
3/16/2020 16:00:00,3.3
3/17/2020 16:00:00,2.5
3/18/2020 16:00:00,2.17
3/19/2020 16:00:00,2.5
3/20/2020 16:00:00,2.37
3/23/2020 16:00:00,2.11
3/24/2020 16:00:00,2.74
3/25/2020 16:00:00,3.52
3/26/2020 16:00:00,3.9
3/27/2020 16:00:00,3.32
3/30/2020 16:00:00,3.05
3/31/2020 16:00:00,2.94
4/1/2020 16:00:00,2.7
4/2/2020 16:00:00,2.65
4/3/2020 16:00:00,2.55
4/6/2020 16:00:00,2.29
4/7/2020 16:00:00,2.63
