Date,Close
7/15/2015 ,98.13
7/16/2015 ,115.81
7/17/2015 ,114.77
7/20/2015 ,110.55
7/21/2015 ,112.51
7/22/2015 ,111.5
7/23/2015 ,110.1
7/24/2015 ,109.34
7/27/2015 ,106.43
7/28/2015 ,106.9
7/29/2015 ,107.08
7/30/2015 ,111.56
7/31/2015 ,114.31
8/3/2015 ,112.56
8/4/2015 ,121.15
8/5/2015 ,123.71
8/6/2015 ,126.45
8/7/2015 ,123.52
8/10/2015 ,123.03
8/11/2015 ,122.74
8/12/2015 ,120.51
8/13/2015 ,123.73
8/14/2015 ,123.39
8/17/2015 ,125.36
8/18/2015 ,124.05
8/19/2015 ,122.06
8/20/2015 ,112.49
8/21/2015 ,103.96
8/24/2015 ,96.88
8/25/2015 ,101.52
8/26/2015 ,110.13
8/27/2015 ,117.66
8/28/2015 ,117.63
8/31/2015 ,115.03
9/1/2015 ,105.79
9/2/2015 ,105.44
9/3/2015 ,101.06
9/4/2015 ,98.79
9/8/2015 ,94.95
9/9/2015 ,99.18
9/10/2015 ,99.48
9/11/2015 ,97.51
9/14/2015 ,95.69
9/15/2015 ,99.16
9/16/2015 ,104.08
9/17/2015 ,104.21
9/18/2015 ,102.62
9/21/2015 ,100.3
9/22/2015 ,98.47
9/23/2015 ,98.07
9/24/2015 ,103.76
9/25/2015 ,102.24
9/28/2015 ,99.47
9/29/2015 ,98.35
9/30/2015 ,103.26
10/1/2015 ,105.98
10/2/2015 ,106.11
10/5/2015 ,111.25
10/6/2015 ,108.33
10/7/2015 ,108.1
10/8/2015 ,114.93
10/9/2015 ,113.33
10/12/2015 ,113.45
10/13/2015 ,109.73
10/14/2015 ,110.23
10/15/2015 ,101.09
10/16/2015 ,98.99
10/19/2015 ,101.69
10/20/2015 ,98.99
10/21/2015 ,97.96
10/22/2015 ,97.32
10/23/2015 ,100.04
10/26/2015 ,103.04
10/27/2015 ,103.07
10/28/2015 ,105.8
10/29/2015 ,105.12
10/30/2015 ,108.38
11/2/2015 ,107.64
11/3/2015 ,109.74
11/4/2015 ,114.05
11/5/2015 ,113.5
11/6/2015 ,114.06
11/9/2015 ,109.86
11/10/2015 ,112.7
11/11/2015 ,112.86
11/12/2015 ,108.92
11/13/2015 ,103.65
11/16/2015 ,111.35
11/17/2015 ,117.1
11/18/2015 ,120.63
11/19/2015 ,120.22
11/20/2015 ,123.84
11/23/2015 ,125.03
11/24/2015 ,123.31
11/25/2015 ,124.16
11/27/2015 ,125.44
11/30/2015 ,123.33
12/1/2015 ,125.37
12/2/2015 ,128.93
12/3/2015 ,126.81
12/4/2015 ,130.93
12/7/2015 ,125.36
12/8/2015 ,126.98
12/9/2015 ,124.2
12/10/2015 ,122.91
12/11/2015 ,118.91
12/14/2015 ,120.67
12/15/2015 ,118.6
12/16/2015 ,122.64
12/17/2015 ,122.51
12/18/2015 ,118.02
12/21/2015 ,116.63
12/22/2015 ,116.24
12/23/2015 ,118.16
12/24/2015 ,117.33
12/28/2015 ,117.11
12/29/2015 ,119.12
12/30/2015 ,116.71
