Date,Close
6/18/2015 ,113.22
6/19/2015 ,112.62
6/22/2015 ,113.53
6/23/2015 ,114.41
6/24/2015 ,113.77
6/25/2015 ,114.45
6/26/2015 ,114.99
6/29/2015 ,113.05
6/30/2015 ,114.14
7/1/2015 ,115.13
7/2/2015 ,114.97
7/6/2015 ,115.7
7/7/2015 ,117.1
7/8/2015 ,115.19
7/9/2015 ,115.6
7/10/2015 ,116.44
7/13/2015 ,118.05
7/14/2015 ,117.85
7/15/2015 ,118.3
7/16/2015 ,119.07
7/17/2015 ,118.86
7/20/2015 ,119.58
7/21/2015 ,119.31
7/22/2015 ,119.33
7/23/2015 ,118.8
7/24/2015 ,118.91
7/27/2015 ,118.25
7/28/2015 ,118.46
7/29/2015 ,119.84
7/30/2015 ,120.03
7/31/2015 ,120
8/3/2015 ,121.12
8/4/2015 ,121.69
8/5/2015 ,110.53
8/6/2015 ,108.55
8/7/2015 ,109.35
8/10/2015 ,111
8/11/2015 ,108
8/12/2015 ,106.99
8/13/2015 ,107.52
8/14/2015 ,107.16
8/17/2015 ,109.05
8/18/2015 ,106.94
8/19/2015 ,106.45
8/20/2015 ,100.02
8/21/2015 ,98.84
8/24/2015 ,95.36
8/25/2015 ,95.89
8/26/2015 ,99.23
8/27/2015 ,102.17
8/28/2015 ,102.48
8/31/2015 ,101.88
9/1/2015 ,99.51
9/2/2015 ,101.89
9/3/2015 ,101.99
9/4/2015 ,100.97
9/8/2015 ,104.01
9/9/2015 ,101.91
9/10/2015 ,102.6
9/11/2015 ,104.48
9/14/2015 ,103.82
9/15/2015 ,103.43
9/16/2015 ,103.96
9/17/2015 ,104.2
9/18/2015 ,102.84
9/21/2015 ,103.41
9/22/2015 ,102.49
9/23/2015 ,101.57
9/24/2015 ,100.62
9/25/2015 ,100.3
9/28/2015 ,98.49
9/29/2015 ,99.42
9/30/2015 ,102.2
10/1/2015 ,102.67
10/2/2015 ,103
10/5/2015 ,103.85
10/6/2015 ,103.77
10/7/2015 ,103.39
10/8/2015 ,104.61
10/9/2015 ,105.56
10/12/2015 ,106.35
10/13/2015 ,106.59
10/14/2015 ,105.73
10/15/2015 ,107.89
10/16/2015 ,108.24
10/19/2015 ,109.47
10/20/2015 ,109.84
10/21/2015 ,110.09
10/22/2015 ,113.25
10/23/2015 ,113.09
10/26/2015 ,113.52
10/27/2015 ,113.77
10/28/2015 ,114.34
10/29/2015 ,115.04
10/30/2015 ,113.74
11/2/2015 ,115.04
11/3/2015 ,115.54
11/4/2015 ,113.25
11/5/2015 ,113
11/6/2015 ,115.67
11/9/2015 ,116.42
11/10/2015 ,117.42
11/11/2015 ,116.52
11/12/2015 ,116.21
11/13/2015 ,114.84
11/16/2015 ,115.92
11/17/2015 ,116.13
11/18/2015 ,118.14
11/19/2015 ,118.71
11/20/2015 ,120.07
11/23/2015 ,119.42
11/24/2015 ,117.95
11/25/2015 ,118.67
11/27/2015 ,115.13
11/30/2015 ,113.47
12/1/2015 ,115.39
12/2/2015 ,114
12/3/2015 ,111.89
12/4/2015 ,114.24
12/7/2015 ,113.83
12/8/2015 ,112.48
12/9/2015 ,111.47
12/10/2015 ,110.76
12/11/2015 ,108.04
12/14/2015 ,109.35
12/15/2015 ,112.16
12/16/2015 ,113.79
12/17/2015 ,112.01
12/18/2015 ,107.72
12/21/2015 ,106.59
12/22/2015 ,106.74
12/23/2015 ,105.56
12/24/2015 ,105.86
12/28/2015 ,107.25
12/29/2015 ,107.08
12/30/2015 ,106.34
