Date,Close
1/2/2015 ,523.37
1/5/2015 ,512.46
1/6/2015 ,500.59
1/7/2015 ,499.73
1/8/2015 ,501.3
1/9/2015 ,494.81
1/12/2015 ,491.2
1/13/2015 ,494.82
1/14/2015 ,499.5
1/15/2015 ,500.42
1/16/2015 ,506.69
1/20/2015 ,505.51
1/21/2015 ,516.62
1/22/2015 ,532.93
1/23/2015 ,538.47
1/26/2015 ,533.74
1/27/2015 ,517.21
1/28/2015 ,508.6
1/29/2015 ,509.26
1/30/2015 ,533.06
2/2/2015 ,527.03
2/3/2015 ,527.79
2/4/2015 ,521.33
2/5/2015 ,526.14
2/6/2015 ,529.55
2/9/2015 ,526.39
2/10/2015 ,535.47
2/11/2015 ,534.5
2/12/2015 ,541.44
2/13/2015 ,547.51
2/17/2015 ,541.35
2/18/2015 ,538.22
2/19/2015 ,541.38
2/20/2015 ,537.47
2/23/2015 ,530.45
2/24/2015 ,534.62
2/25/2015 ,542.38
2/26/2015 ,553.96
2/27/2015 ,556.87
3/2/2015 ,569.78
3/3/2015 ,572.07
3/4/2015 ,571.8
3/5/2015 ,573.75
3/6/2015 ,566.13
3/9/2015 ,567.29
3/10/2015 ,553.49
3/11/2015 ,549.67
3/12/2015 ,553.99
3/13/2015 ,545.82
3/16/2015 ,552.99
3/17/2015 ,549.33
3/18/2015 ,557.97
3/19/2015 ,556.46
3/20/2015 ,558.83
3/23/2015 ,557.28
3/24/2015 ,568.63
3/25/2015 ,557.25
3/26/2015 ,553.65
3/27/2015 ,546.84
3/30/2015 ,550.52
3/31/2015 ,546.5
4/1/2015 ,541.07
4/2/2015 ,534.06
4/6/2015 ,535.29
4/7/2015 ,535.55
4/8/2015 ,540.13
4/9/2015 ,539.3
4/10/2015 ,538.53
4/13/2015 ,537.69
4/14/2015 ,528.94
4/15/2015 ,531.07
4/16/2015 ,532.34
4/17/2015 ,522.62
4/20/2015 ,533.91
4/21/2015 ,532.51
4/22/2015 ,537.89
4/23/2015 ,545.5
4/24/2015 ,563.51
4/27/2015 ,555.37
4/28/2015 ,553.68
4/29/2015 ,549.08
4/30/2015 ,537.34
5/1/2015 ,537.9
